,a,id,customer_index,date,quantity,monetary
3557,3557,12595,1212,1997-11-06,4,56.96
3558,3558,12595,1212,1998-03-05,3,35.47
3559,3559,12609,1213,1997-02-15,3,35.31
3560,3560,12622,1214,1997-02-15,1,49.99
3561,3561,12638,1215,1997-02-15,1,11.77
3562,3562,12638,1215,1998-02-22,2,28.56
3563,3563,12650,1216,1997-02-15,7,101.11
3564,3564,12658,1217,1997-02-15,2,28.98
3565,3565,12658,1217,1997-03-30,1,13.97
3566,3566,12673,1218,1997-02-15,1,14.37
3567,3567,12687,1219,1997-02-15,1,14.37
3568,3568,12693,1220,1997-02-15,4,59.06
3569,3569,12693,1220,1997-03-13,4,56.28
3570,3570,12693,1220,1998-05-28,3,40.47
3571,3571,12713,1221,1997-02-15,1,20.99
3572,3572,12713,1221,1997-10-14,1,11.49
3573,3573,12733,1222,1997-02-15,2,29.73
3574,3574,12752,1223,1997-02-15,1,3.99
3575,3575,12769,1224,1997-02-15,1,12.97
3576,3576,12784,1225,1997-02-15,3,37.51
3577,3577,12798,1226,1997-02-15,1,12.49
3578,3578,12798,1226,1998-06-02,2,32.98
3579,3579,12798,1226,1998-06-11,5,69.95
3580,3580,12798,1226,1998-06-19,2,27.98
3581,3581,12804,1227,1997-02-15,2,31.52
3582,3582,12804,1227,1997-06-29,2,26.93
3583,3583,12804,1227,1997-07-26,3,40.7
3584,3584,12804,1227,1997-08-31,2,28.73
3585,3585,12804,1227,1997-11-04,2,26.98
3586,3586,12804,1227,1998-03-04,2,30.98
3587,3587,12804,1227,1998-05-29,3,32.97
3588,3588,12815,1228,1997-02-15,1,11.77
3589,3589,12833,1229,1997-02-15,1,15.76
3590,3590,12354,1230,1997-02-16,1,15.36
3591,3591,12354,1230,1997-02-21,1,11.97
3592,3592,12354,1230,1997-03-14,1,10.77
3593,3593,12354,1230,1997-03-14,1,14.37
3594,3594,12354,1230,1997-08-16,1,33.37
3595,3595,12354,1230,1997-10-03,2,25.98
3596,3596,12354,1230,1997-11-13,1,9.49
3597,3597,12354,1230,1998-01-09,1,18.49
3598,3598,12354,1230,1998-01-29,3,27.47
3599,3599,12354,1230,1998-04-29,2,24.98
3600,3600,12425,1231,1997-02-16,4,52.87
3601,3601,12547,1232,1997-02-16,1,14.37
3602,3602,12547,1232,1997-04-08,1,12.77
3603,3603,12547,1232,1997-04-29,1,15.36
3604,3604,12547,1232,1997-08-28,1,5.79
3605,3605,12547,1232,1997-10-21,2,26.48
3606,3606,12547,1232,1997-11-28,1,12.49
3607,3607,12547,1232,1998-02-21,2,25.48
3608,3608,12700,1233,1997-02-16,6,86.52
3609,3609,12845,1234,1997-02-16,2,29.33
3610,3610,12845,1234,1997-02-24,1,15.36
3611,3611,12845,1234,1997-03-26,3,43.3
3612,3612,12845,1234,1997-03-29,2,28.93
3613,3613,12845,1234,1997-04-03,2,37.73
3614,3614,12845,1234,1997-04-20,3,40.71
3615,3615,12845,1234,1997-07-10,2,25.74
3616,3616,12845,1234,1997-07-19,3,54.52
3617,3617,12845,1234,1997-07-27,3,54.9
3618,3618,12845,1234,1997-10-19,3,38.97
3619,3619,12845,1234,1998-02-22,5,75.95
3620,3620,12845,1234,1998-03-01,5,98.6
3621,3621,12845,1234,1998-04-04,11,109.89
3622,3622,12845,1234,1998-04-08,1,65.99
3623,3623,12849,1235,1997-02-16,1,14.37
3624,3624,12861,1236,1997-02-16,3,34.31
3625,3625,12861,1236,1997-02-22,1,11.77
3626,3626,12868,1237,1997-02-16,1,24.9
3627,3627,12882,1238,1997-02-16,1,15.96
3628,3628,12882,1238,1998-01-02,6,81.94
3629,3629,12882,1238,1998-05-09,6,82.81
3630,3630,12882,1238,1998-05-10,1,16.49
3631,3631,12882,1238,1998-05-22,1,27.99
3632,3632,12884,1239,1997-02-16,4,62.65
3633,3633,12884,1239,1997-04-06,2,36.33
3634,3634,12884,1239,1997-05-19,3,46.28
3635,3635,12900,1240,1997-02-16,1,12.77
3636,3636,12924,1241,1997-02-16,2,47.98
3637,3637,12924,1241,1998-03-08,1,13.49
3638,3638,12934,1242,1997-02-16,1,12.49
3639,3639,12934,1242,1997-02-22,1,12.97
3640,3640,12934,1242,1997-03-25,1,14.9
3641,3641,12934,1242,1997-04-25,1,12.49
3642,3642,12934,1242,1997-05-10,1,19.55
3643,3643,12934,1242,1997-05-24,1,12.25
3644,3644,12934,1242,1997-05-31,2,18.52
3645,3645,12934,1242,1997-06-07,1,12.25
3646,3646,12934,1242,1997-06-18,1,21.0
3647,3647,12934,1242,1997-06-24,1,12.25
3648,3648,12934,1242,1997-07-08,1,16.65
3649,3649,12934,1242,1997-09-20,1,12.49
3650,3650,12934,1242,1997-10-19,2,33.98
3651,3651,12934,1242,1997-11-23,1,9.99
3652,3652,12934,1242,1997-12-17,1,9.49
3653,3653,12934,1242,1998-02-14,3,44.97
3654,3654,12934,1242,1998-03-22,1,21.49
3655,3655,12934,1242,1998-04-11,1,12.58
3656,3656,12934,1242,1998-04-18,4,46.47
3657,3657,12934,1242,1998-05-23,3,37.97
3658,3658,12934,1242,1998-05-30,1,20.99
3659,3659,12934,1242,1998-06-16,1,6.49
3660,3660,12940,1243,1997-02-16,1,32.37
3661,3661,12952,1244,1997-02-16,3,39.91
3662,3662,12952,1244,1997-02-25,2,39.74
3663,3663,12953,1245,1997-02-16,3,46.49
3664,3664,12953,1245,1997-02-22,2,31.98
3665,3665,12953,1245,1997-03-11,2,30.95
3666,3666,12953,1245,1997-03-23,4,41.56
3667,3667,12953,1245,1997-07-25,2,36.22
3668,3668,12953,1245,1997-09-03,1,13.72
3669,3669,12953,1245,1997-09-05,1,5.79
3670,3670,12953,1245,1997-09-29,1,11.49
3671,3671,12953,1245,1997-09-30,2,24.98
3672,3672,12953,1245,1997-11-22,1,12.49
3673,3673,12953,1245,1998-01-02,2,24.98
3674,3674,12953,1245,1998-01-27,1,21.49
3675,3675,12953,1245,1998-03-18,3,36.47
3676,3676,12953,1245,1998-04-20,2,34.51
3677,3677,12953,1245,1998-04-21,1,19.49
3678,3678,12957,1246,1997-02-16,4,51.67
3679,3679,12962,1247,1997-02-16,1,15.36
3680,3680,12962,1247,1997-03-13,1,12.77
3681,3681,12973,1248,1997-02-16,2,39.35
3682,3682,12973,1248,1998-05-23,10,122.9
3683,3683,12981,1249,1997-02-16,2,30.72
3684,3684,12981,1249,1997-04-12,2,29.33
3685,3685,12989,1250,1997-02-16,2,28.76
3686,3686,13004,1251,1997-02-16,1,11.77
3687,3687,13023,1252,1997-02-16,3,39.91
3688,3688,13023,1252,1997-04-16,5,66.04
3689,3689,13023,1252,1997-05-29,5,47.1
3690,3690,13023,1252,1997-07-30,2,28.34
3691,3691,13023,1252,1997-10-14,3,41.47
3692,3692,13023,1252,1997-11-08,3,39.47
3693,3693,13028,1253,1997-02-16,3,36.31
3694,3694,13041,1254,1997-02-16,1,17.97
3695,3695,13052,1255,1997-02-16,1,13.97
3696,3696,13052,1255,1998-01-20,3,41.97
3697,3697,13052,1255,1998-04-15,1,11.49
3698,3698,13052,1255,1998-05-04,4,64.35
3699,3699,13052,1255,1998-06-10,3,33.95
3700,3700,13068,1256,1997-02-16,1,11.99
3701,3701,13068,1256,1997-02-16,1,9.77
3702,3702,13083,1257,1997-02-16,1,10.77
3703,3703,13085,1258,1997-02-16,3,32.92
3704,3704,13085,1258,1997-04-15,10,84.96
3705,3705,13085,1258,1997-05-14,7,77.01
3706,3706,13085,1258,1997-05-27,7,72.2
3707,3707,13093,1259,1997-02-16,4,104.72
3708,3708,13093,1259,1997-03-08,3,51.73
3709,3709,13093,1259,1997-10-05,4,66.96
3710,3710,13093,1259,1998-01-08,6,79.44
3711,3711,13093,1259,1998-02-28,4,48.94
3712,3712,13093,1259,1998-03-16,3,93.97
3713,3713,13093,1259,1998-03-25,5,59.45
3714,3714,13093,1259,1998-06-10,6,91.92
3715,3715,13098,1260,1997-02-16,1,11.77
3716,3716,13103,1261,1997-02-16,1,14.79
3717,3717,13103,1261,1997-07-05,1,13.77
3718,3718,13122,1262,1997-02-16,2,46.36
3719,3719,13122,1262,1997-02-22,2,26.66
3720,3720,13122,1262,1997-04-06,3,52.9
3721,3721,13122,1262,1997-05-05,1,25.77
3722,3722,13122,1262,1997-06-15,10,158.44
3723,3723,13122,1262,1997-07-20,1,59.99
3724,3724,13122,1262,1997-08-10,2,119.98
3725,3725,13123,1263,1997-02-16,1,15.36
3726,3726,13128,1264,1997-02-16,1,11.77
3727,3727,13128,1264,1997-05-03,1,11.97
3728,3728,13128,1264,1997-07-16,1,13.97
3729,3729,13128,1264,1997-12-28,2,27.98
3730,3730,13128,1264,1998-01-26,1,13.99
3731,3731,13128,1264,1998-04-09,1,14.49
3732,3732,5844,1265,1997-02-17,4,66.96
3733,3733,5844,1265,1997-06-27,2,30.6
3734,3734,5844,1265,1997-10-03,2,30.6
3735,3735,12853,1266,1997-02-17,2,30.72
3736,3736,12853,1266,1997-02-18,1,6.79
3737,3737,13141,1267,1997-02-17,2,33.4
3738,3738,13142,1268,1997-02-17,2,23.94
3739,3739,13142,1268,1997-03-09,1,8.78
3740,3740,13150,1269,1997-02-17,1,13.97
3741,3741,13150,1269,1997-02-22,1,14.96
3742,3742,13158,1270,1997-02-17,2,40.09
3743,3743,13168,1271,1997-02-17,1,22.77
3744,3744,13168,1271,1997-03-20,1,11.77
3745,3745,13168,1271,1997-03-20,1,14.79
3746,3746,13168,1271,1997-05-05,3,47.13
3747,3747,13168,1271,1997-05-11,1,14.37
3748,3748,13168,1271,1997-10-26,1,13.99
3749,3749,13168,1271,1997-11-25,1,11.49
3750,3750,13168,1271,1998-03-14,1,13.99
3751,3751,13182,1272,1997-02-17,2,29.98
3752,3752,13182,1272,1997-05-04,3,43.7
3753,3753,13182,1272,1997-06-28,2,28.34
3754,3754,13182,1272,1997-10-27,4,54.96
3755,3755,13182,1272,1998-02-14,2,31.48
3756,3756,13188,1273,1997-02-17,2,26.56
3757,3757,13202,1274,1997-02-17,1,13.97
3758,3758,13220,1275,1997-02-17,4,89.74
3759,3759,13224,1276,1997-02-17,1,16.7
3760,3760,13224,1276,1997-02-19,4,61.67
3761,3761,13224,1276,1997-03-06,3,46.17
3762,3762,13234,1277,1997-02-17,1,18.99
3763,3763,13234,1277,1997-04-09,1,18.99
3764,3764,13242,1278,1997-02-17,2,28.47
3765,3765,13242,1278,1997-06-08,2,29.73
3766,3766,13243,1279,1997-02-17,1,13.97
3767,3767,13243,1279,1997-10-13,1,16.49
3768,3768,13257,1280,1997-02-17,1,14.79
3769,3769,13284,1281,1997-02-17,1,11.77
3770,3770,13322,1282,1997-02-17,1,15.96
3771,3771,13330,1283,1997-02-17,3,58.95
3772,3772,13330,1283,1997-02-23,1,17.76
3773,3773,13330,1283,1997-02-24,1,17.76
3774,3774,13330,1283,1997-02-27,1,14.37
3775,3775,13339,1284,1997-02-17,1,15.36
3776,3776,13339,1284,1997-03-27,1,14.96
3777,3777,13339,1284,1997-04-16,1,12.97
3778,3778,13343,1285,1997-02-17,3,44.69
3779,3779,13350,1286,1997-02-17,1,26.99
3780,3780,13350,1286,1997-02-21,1,11.77
3781,3781,13350,1286,1997-03-18,1,16.36
3782,3782,13350,1286,1997-07-01,1,14.79
3783,3783,13357,1287,1997-02-17,2,31.72
3784,3784,13372,1288,1997-02-17,1,15.96
3785,3785,13372,1288,1998-05-31,4,50.73
3786,3786,13375,1289,1997-02-17,3,60.97
3787,3787,13375,1289,1997-04-02,1,25.37
3788,3788,13386,1290,1997-02-17,3,49.97
3789,3789,13386,1290,1997-02-25,4,69.96
3790,3790,13386,1290,1997-04-21,6,93.24
3791,3791,13386,1290,1997-08-08,4,86.33
3792,3792,13386,1290,1997-08-09,2,24.98
3793,3793,13386,1290,1997-10-23,2,48.98
3794,3794,13386,1290,1997-11-09,1,19.49
3795,3795,13386,1290,1997-11-13,8,114.92
3796,3796,13386,1290,1997-11-18,6,127.94
3797,3797,13386,1290,1997-12-09,2,26.48
3798,3798,13386,1290,1998-02-02,2,36.98
3799,3799,13386,1290,1998-03-02,2,24.98
3800,3800,13386,1290,1998-04-26,1,11.49
3801,3801,13386,1290,1998-05-06,1,18.49
3802,3802,13386,1290,1998-05-06,1,11.49
3803,3803,13386,1290,1998-05-27,2,78.98
3804,3804,13386,1290,1998-06-02,1,66.99
3805,3805,13386,1290,1998-06-23,3,63.47
3806,3806,13391,1291,1997-02-17,1,14.79
3807,3807,13403,1292,1997-02-17,3,36.11
3808,3808,13403,1292,1997-03-17,2,17.74
3809,3809,13403,1292,1997-04-15,1,10.77
3810,3810,13403,1292,1997-05-12,3,39.7
3811,3811,13403,1292,1997-05-29,2,26.94
3812,3812,13403,1292,1997-08-19,1,10.77
3813,3813,13403,1292,1997-09-20,1,12.99
3814,3814,13403,1292,1997-10-26,1,9.49
3815,3815,13403,1292,1997-11-09,2,35.98
3816,3816,13403,1292,1997-12-17,2,28.98
3817,3817,13403,1292,1998-02-08,3,39.55
3818,3818,13403,1292,1998-03-05,3,35.85
3819,3819,13403,1292,1998-03-25,3,43.47
3820,3820,13403,1292,1998-04-01,3,34.86
3821,3821,13403,1292,1998-04-08,2,24.98
3822,3822,13403,1292,1998-04-12,1,29.99
3823,3823,13403,1292,1998-04-21,3,47.97
3824,3824,13403,1292,1998-05-09,2,24.98
3825,3825,13403,1292,1998-05-16,1,10.49
3826,3826,13403,1292,1998-05-16,1,13.99
3827,3827,13403,1292,1998-05-17,1,10.49
3828,3828,13403,1292,1998-06-01,5,62.95
3829,3829,13403,1292,1998-06-01,1,9.99
3830,3830,13403,1292,1998-06-19,2,23.98
3831,3831,13408,1293,1997-02-17,1,0.0
3832,3832,13413,1294,1997-02-17,1,15.9
3833,3833,13413,1294,1997-03-30,2,17.54
3834,3834,13417,1295,1997-02-17,6,74.59
3835,3835,13417,1295,1997-09-16,2,28.48
3836,3836,13417,1295,1998-02-14,4,46.46
3837,3837,13425,1296,1997-02-17,1,23.77
3838,3838,13425,1296,1997-02-27,2,28.74
3839,3839,13425,1296,1997-04-12,1,11.77
3840,3840,13425,1296,1997-06-03,2,29.13
3841,3841,13425,1296,1997-08-30,3,44.3
3842,3842,13425,1296,1997-11-22,7,105.93
3843,3843,13425,1296,1998-05-29,6,70.33
3844,3844,13425,1296,1998-06-20,4,52.63
3845,3845,13427,1297,1997-02-17,2,31.53
3846,3846,13427,1297,1997-10-04,1,16.99
3847,3847,13427,1297,1997-12-16,1,12.49
3848,3848,13435,1298,1997-02-17,2,27.13
3849,3849,13435,1298,1997-08-25,1,13.97
3850,3850,13435,1298,1997-08-26,2,27.93
3851,3851,13435,1298,1997-12-07,3,53.97
3852,3852,13435,1298,1997-12-12,1,9.49
3853,3853,13435,1298,1998-01-19,4,54.95
3854,3854,13435,1298,1998-02-28,1,14.49
3855,3855,13444,1299,1997-02-17,4,145.74
3856,3856,13458,1300,1997-02-17,1,22.99
3857,3857,13458,1300,1997-03-16,3,50.84
3858,3858,13458,1300,1997-04-13,1,23.99
3859,3859,13458,1300,1997-06-01,1,25.32
3860,3860,13458,1300,1997-09-26,2,24.98
3861,3861,1425,1301,1997-02-18,1,17.3
3862,3862,9651,1302,1997-02-18,37,493.91
3863,3863,12380,1303,1997-02-18,2,23.94
3864,3864,13304,1304,1997-02-18,9,140.93
3865,3865,13314,1305,1997-02-18,3,52.97
3866,3866,13314,1305,1997-05-26,2,26.73
3867,3867,13314,1305,1997-07-19,2,41.74
3868,3868,13476,1306,1997-02-18,1,16.76
3869,3869,13480,1307,1997-02-18,2,27.94
3870,3870,13480,1307,1997-09-14,3,36.97
3871,3871,13488,1308,1997-02-18,8,106.18
3872,3872,13489,1309,1997-02-18,1,14.96
3873,3873,13489,1309,1997-06-24,1,16.36
3874,3874,13504,1310,1997-02-18,4,44.28
3875,3875,13504,1310,1997-03-14,13,246.51
3876,3876,13504,1310,1997-04-15,8,99.56
3877,3877,13508,1311,1997-02-18,7,126.37
3878,3878,13526,1312,1997-02-18,3,50.97
3879,3879,13535,1313,1997-02-18,1,13.97
3880,3880,13535,1313,1997-04-30,1,14.79
3881,3881,13535,1313,1998-05-10,1,12.72
3882,3882,13547,1314,1997-02-18,2,20.55
3883,3883,13559,1315,1997-02-18,3,41.9
3884,3884,13567,1316,1997-02-18,5,55.07
3885,3885,13567,1316,1997-03-18,2,23.74
3886,3886,13567,1316,1997-05-12,2,29.75
3887,3887,13567,1316,1997-10-29,3,38.97
3888,3888,13567,1316,1998-06-04,2,31.98
3889,3889,13571,1317,1997-02-18,5,62.44
3890,3890,13571,1317,1997-04-23,2,26.73
3891,3891,13580,1318,1997-02-18,2,36.73
3892,3892,13598,1319,1997-02-18,2,32.72
3893,3893,13614,1320,1997-02-18,2,27.28
3894,3894,13614,1320,1997-03-18,1,13.97
3895,3895,13614,1320,1997-03-24,1,14.96
3896,3896,13614,1320,1997-04-03,2,29.58
3897,3897,13616,1321,1997-02-18,2,29.98
3898,3898,13629,1322,1997-02-18,1,13.97
3899,3899,13648,1323,1997-02-18,2,29.27
3900,3900,13663,1324,1997-02-18,6,86.11
3901,3901,13679,1325,1997-02-18,2,29.98
3902,3902,13698,1326,1997-02-18,1,35.77
3903,3903,13701,1327,1997-02-18,2,26.56
3904,3904,13701,1327,1997-07-01,1,11.97
3905,3905,13701,1327,1998-06-23,2,22.98
3906,3906,13709,1328,1997-02-18,2,24.98
3907,3907,13709,1328,1997-09-11,1,23.49
3908,3908,13709,1328,1997-10-08,1,2.99
3909,3909,13709,1328,1997-12-07,2,22.98
3910,3910,13709,1328,1998-01-06,2,24.98
3911,3911,13709,1328,1998-06-17,2,27.98
3912,3912,13710,1329,1997-02-18,3,36.54
3913,3913,13710,1329,1997-03-05,1,13.97
3914,3914,13710,1329,1997-05-20,3,74.29
3915,3915,13710,1329,1997-08-03,3,34.52
3916,3916,13710,1329,1997-08-03,1,14.96
3917,3917,13710,1329,1997-12-27,1,15.49
3918,3918,13710,1329,1998-03-21,3,39.75
3919,3919,13710,1329,1998-05-01,2,29.36
3920,3920,13719,1330,1997-02-18,1,54.77
3921,3921,13719,1330,1997-05-26,1,11.77
3922,3922,13719,1330,1997-08-27,3,54.5
3923,3923,13719,1330,1997-11-19,2,25.48
3924,3924,13719,1330,1998-01-26,2,21.98
3925,3925,13726,1331,1997-02-18,1,24.99
3926,3926,13739,1332,1997-02-18,1,11.77
3927,3927,13751,1333,1997-02-18,1,5.78
3928,3928,13764,1334,1997-02-18,1,15.3
3929,3929,13764,1334,1997-03-22,1,15.3
3930,3930,7606,1335,1997-02-19,3,50.94
3931,3931,12702,1336,1997-02-19,1,12.49
3932,3932,12702,1336,1997-02-19,2,28.74
3933,3933,13771,1337,1997-02-19,1,15.36
3934,3934,13786,1338,1997-02-19,1,19.99
3935,3935,13786,1338,1997-03-08,1,13.97
3936,3936,13786,1338,1997-04-13,1,14.96
3937,3937,13786,1338,1997-07-06,2,29.33
3938,3938,13786,1338,1997-09-11,3,24.97
3939,3939,13786,1338,1997-11-13,3,38.97
3940,3940,13794,1339,1997-02-19,2,29.58
3941,3941,13802,1340,1997-02-19,1,11.77
3942,3942,13802,1340,1997-03-02,3,44.11
3943,3943,13811,1341,1997-02-19,1,13.97
3944,3944,13811,1341,1997-02-20,1,12.77
3945,3945,13811,1341,1997-02-27,3,42.31
3946,3946,13811,1341,1997-03-14,1,6.79
3947,3947,13829,1342,1997-02-19,1,11.77
3948,3948,13844,1343,1997-02-19,1,19.99
3949,3949,13857,1344,1997-02-19,2,29.73
3950,3950,13857,1344,1997-12-09,4,50.46
3951,3951,13857,1344,1998-01-21,4,70.96
3952,3952,13869,1345,1997-02-19,2,26.14
3953,3953,13883,1346,1997-02-19,1,12.79
3954,3954,13898,1347,1997-02-19,1,13.97
3955,3955,13901,1348,1997-02-19,3,33.72
3956,3956,13901,1348,1997-09-14,1,12.99
3957,3957,13901,1348,1997-09-21,1,31.49
3958,3958,13901,1348,1997-09-22,1,11.49
3959,3959,13901,1348,1997-10-02,2,25.48
3960,3960,13901,1348,1998-01-14,2,37.48
3961,3961,13901,1348,1998-01-28,2,48.51
3962,3962,13901,1348,1998-02-06,1,11.02
3963,3963,13902,1349,1997-02-19,1,14.79
3964,3964,13902,1349,1997-08-04,6,71.62
3965,3965,13902,1349,1998-03-02,6,88.44
3966,3966,13902,1349,1998-06-09,4,48.46
3967,3967,13917,1350,1997-02-19,1,20.97
3968,3968,13924,1351,1997-02-19,2,29.48
3969,3969,13924,1351,1997-02-26,1,14.37
3970,3970,13938,1352,1997-02-19,4,50.28
3971,3971,13938,1352,1997-09-21,3,41.47
3972,3972,13938,1352,1997-12-11,1,12.49
3973,3973,13938,1352,1997-12-11,1,22.99
3974,3974,13938,1352,1998-02-27,3,26.75
3975,3975,13938,1352,1998-06-16,1,28.49
3976,3976,13939,1353,1997-02-19,1,31.99
3977,3977,13939,1353,1997-02-22,1,15.36
3978,3978,13939,1353,1997-05-08,1,35.99
3979,3979,13941,1354,1997-02-19,1,13.97
3980,3980,13941,1354,1997-10-02,3,39.97
3981,3981,13954,1355,1997-02-19,1,11.77
3982,3982,13954,1355,1997-05-15,1,14.37
3983,3983,13954,1355,1997-08-08,3,45.1
3984,3984,13954,1355,1997-11-13,2,27.98
3985,3985,13954,1355,1998-04-27,2,27.48
3986,3986,13954,1355,1998-06-10,1,3.49
3987,3987,13959,1356,1997-02-19,3,33.51
3988,3988,13959,1356,1997-11-02,11,152.89
3989,3989,13959,1356,1998-03-28,5,66.95
3990,3990,13978,1357,1997-02-19,1,15.36
3991,3991,13978,1357,1997-11-13,1,11.49
3992,3992,13995,1358,1997-02-19,1,26.0
3993,3993,14006,1359,1997-02-19,2,27.73
3994,3994,14006,1359,1997-05-17,1,14.96
3995,3995,14006,1359,1997-06-20,3,40.7
3996,3996,14006,1359,1997-08-18,4,48.68
3997,3997,14006,1359,1997-11-06,3,41.47
3998,3998,14006,1359,1998-02-10,2,22.98
3999,3999,14006,1359,1998-05-01,3,36.47
4000,4000,14006,1359,1998-05-24,1,11.49
4001,4001,14013,1360,1997-02-19,1,14.79
4002,4002,14021,1361,1997-02-19,1,11.77
4003,4003,14021,1361,1997-09-21,1,12.99
4004,4004,14029,1362,1997-02-19,1,37.97
4005,4005,14045,1363,1997-02-19,1,14.37
4006,4006,14045,1363,1997-07-04,1,11.77
4007,4007,14050,1364,1997-02-19,1,14.37
4008,4008,6242,1365,1997-02-20,16,218.49
4009,4009,6242,1365,1997-03-02,7,120.47
4010,4010,6242,1365,1997-03-04,1,13.97
4011,4011,6242,1365,1997-03-05,3,44.73
4012,4012,6242,1365,1997-04-05,5,59.48
4013,4013,6242,1365,1997-06-26,6,60.56
4014,4014,6242,1365,1997-06-29,2,33.74
4015,4015,6242,1365,1997-07-08,2,42.15
4016,4016,6242,1365,1997-08-10,8,112.14
4017,4017,6242,1365,1997-09-22,6,65.44
4018,4018,6242,1365,1997-10-15,8,85.42
4019,4019,6242,1365,1997-10-21,3,37.47
4020,4020,6242,1365,1997-12-15,1,12.99
4021,4021,6242,1365,1997-12-29,5,80.95
4022,4022,6242,1365,1998-01-01,1,13.99
4023,4023,6242,1365,1998-01-10,1,38.49
4024,4024,13454,1366,1997-02-20,2,28.93
4025,4025,14066,1367,1997-02-20,1,13.97
4026,4026,14069,1368,1997-02-20,1,12.49
4027,4027,14069,1368,1997-03-23,4,62.58
4028,4028,14069,1368,1997-04-03,2,29.92
4029,4029,14069,1368,1997-04-15,1,14.37
4030,4030,14069,1368,1997-04-20,7,106.32
4031,4031,14069,1368,1998-02-05,3,42.36
4032,4032,14088,1369,1997-02-20,1,15.96
4033,4033,14092,1370,1997-02-20,1,9.97
4034,4034,14092,1370,1997-04-27,1,11.77
4035,4035,14092,1370,1997-08-03,2,26.14
4036,4036,14111,1371,1997-02-20,1,16.7
4037,4037,14112,1372,1997-02-20,3,42.31
4038,4038,14112,1372,1997-05-02,2,19.95
4039,4039,14112,1372,1997-05-31,2,29.92
4040,4040,14112,1372,1997-06-03,2,27.73
4041,4041,14112,1372,1997-06-28,2,28.34
4042,4042,14112,1372,1997-08-21,1,12.97
4043,4043,14112,1372,1997-10-04,2,22.98
4044,4044,14112,1372,1997-10-11,5,61.95
4045,4045,14112,1372,1997-11-09,3,44.97
4046,4046,14112,1372,1998-01-25,5,69.88
4047,4047,14112,1372,1998-03-17,1,9.49
4048,4048,14112,1372,1998-04-17,1,14.99
4049,4049,14112,1372,1998-06-12,4,46.53
4050,4050,14131,1373,1997-02-20,1,15.36
4051,4051,14148,1374,1997-02-20,3,27.71
4052,4052,14162,1375,1997-02-20,2,28.34
4053,4053,14162,1375,1997-03-29,2,27.94
4054,4054,14168,1376,1997-02-20,1,13.97
4055,4055,14187,1377,1997-02-20,1,27.99
4056,4056,14206,1378,1997-02-20,1,14.9
4057,4057,14206,1378,1997-07-31,1,5.78
4058,4058,14211,1379,1997-02-20,2,33.8
4059,4059,14222,1380,1997-02-20,4,81.96
4060,4060,14223,1381,1997-02-20,1,15.9
4061,4061,14223,1381,1997-05-08,2,29.92
4062,4062,14223,1381,1997-05-13,3,38.5
4063,4063,14223,1381,1998-04-15,1,9.49
4064,4064,14243,1382,1997-02-20,1,12.99
4065,4065,14243,1382,1997-11-10,1,15.49
4066,4066,14259,1383,1997-02-20,1,10.99
4067,4067,14277,1384,1997-02-20,4,58.28
4068,4068,14294,1385,1997-02-20,1,11.77
4069,4069,14313,1386,1997-02-20,1,15.76
4070,4070,14314,1387,1997-02-20,7,107.13
4071,4071,14314,1387,1997-02-22,1,18.76
4072,4072,14314,1387,1997-03-02,1,19.99
4073,4073,14314,1387,1997-08-16,5,70.83
4074,4074,14314,1387,1997-09-20,3,35.97
4075,4075,14314,1387,1998-01-01,1,3.49
4076,4076,14314,1387,1998-03-05,4,62.96
4077,4077,14314,1387,1998-03-23,3,54.97
4078,4078,14314,1387,1998-06-27,3,51.36
4079,4079,14315,1388,1997-02-20,2,21.56
4080,4080,14315,1388,1997-03-27,5,42.1
4081,4081,14315,1388,1997-10-22,1,22.49
4082,4082,14315,1388,1998-03-18,2,18.98
4083,4083,14315,1388,1998-05-30,5,37.65
4084,4084,14331,1389,1997-02-20,1,16.99
4085,4085,10324,1390,1997-02-21,3,72.5
4086,4086,14093,1391,1997-02-21,2,21.56
4087,4087,14093,1391,1997-02-28,2,21.74
4088,4088,14342,1392,1997-02-21,2,23.54
4089,4089,14342,1392,1997-02-23,2,20.54
4090,4090,14342,1392,1997-04-04,3,37.51
4091,4091,14342,1392,1997-04-18,1,14.96
4092,4092,14342,1392,1997-06-02,2,29.42
4093,4093,14342,1392,1997-07-31,2,11.56
4094,4094,14353,1393,1997-02-21,1,24.37
4095,4095,14366,1394,1997-02-21,1,12.49
4096,4096,14382,1395,1997-02-21,3,35.31
4097,4097,14390,1396,1997-02-21,3,67.7
4098,4098,14390,1396,1997-04-15,5,93.84
4099,4099,14401,1397,1997-02-21,2,28.34
4100,4100,14417,1398,1997-02-21,3,37.51
4101,4101,14417,1398,1997-05-10,2,25.54
4102,4102,14417,1398,1997-10-22,3,39.47
4103,4103,14417,1398,1998-06-04,1,15.49
4104,4104,14418,1399,1997-02-21,1,11.77
4105,4105,14438,1400,1997-02-21,2,27.94
4106,4106,14438,1400,1997-04-18,1,15.36
4107,4107,14439,1401,1997-02-21,1,15.96
4108,4108,14441,1402,1997-02-21,2,21.74
4109,4109,14441,1402,1997-04-08,2,23.94
4110,4110,14456,1403,1997-02-21,1,14.99
4111,4111,14474,1404,1997-02-21,1,12.49
4112,4112,14489,1405,1997-02-21,1,14.79
4113,4113,14501,1406,1997-02-21,1,35.99
4114,4114,14503,1407,1997-02-21,1,13.97
4115,4115,14503,1407,1997-02-27,1,29.37
