,id,frequency,recency,T,monetary_value,groupFrequency,groupRecency,groupMonetary,rankingClients,type,description,howToManage,ExpectedFrequency,ExpectedMonetary,LTV
1231,12354,8.0,63.0,72.0,22.11125,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.4866225518174666,22.631607889468135,7.292667340779162
1232,12357,3.0,69.0,72.0,16.080000000000002,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.18987928782610725,17.441953879238994,2.19306492754933
1238,12432,1.0,1.0,72.0,24.74,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.009867084044180506,28.997314267758888,0.18946341645920065
1239,12439,8.0,34.0,72.0,24.5775,1,0,0,4,Cliente em desenvolvimento,Este grupo de clientes tem comprado com baixa frequência e baixo volume de consumo. Podem ser clientes novos ou pouco engajados.,"Ofereça serviços adicionais, apresente novos produtos ou funcionalidades e incentive o aumento no consumo para estreitar o relacionamento com esses clientes.",0.07156679157573032,25.10244051105154,1.1896145185200697
1241,12455,14.0,69.0,72.0,42.77428571428572,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.877898367195065,43.09331883566264,25.051454453107148
1243,12476,32.0,71.0,72.0,47.1721875,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",2.0164930500814444,47.31372137222053,63.17752367098382
1249,12547,6.0,53.0,72.0,16.395,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.32819248460799416,17.075069665690393,3.7108199060590477
1251,12582,1.0,37.0,72.0,51.97,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.04543773720360997,56.6374243297067,1.7041152068880876
1252,12595,2.0,55.0,72.0,46.215,0,1,1,3,Cliente de desenvolvimento estratégico,"Este grupo de clientes tem feito compras com baixa frequência, mas com alto valor unitário por compra. Podem ser novos atacadistas ou compradores corporativos.",Ofereça serviços de pontos para membros e ofereça descontos para aumentar a fidelização e retenção desses clientes.,0.11725283101158951,48.48825552929607,3.764771816249612
1255,12638,1.0,53.0,72.0,28.56,0,1,1,3,Cliente de desenvolvimento estratégico,"Este grupo de clientes tem feito compras com baixa frequência, mas com alto valor unitário por compra. Podem ser novos atacadistas ou compradores corporativos.",Ofereça serviços de pontos para membros e ofereça descontos para aumentar a fidelização e retenção desses clientes.,0.053125747845925636,32.874847151954285,1.1565051219264724
1257,12658,1.0,6.0,72.0,13.97,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.0168461009002865,18.06510768064255,0.20152025952394234
1260,12693,2.0,67.0,72.0,48.375,0,1,1,3,Cliente de desenvolvimento estratégico,"Este grupo de clientes tem feito compras com baixa frequência, mas com alto valor unitário por compra. Podem ser novos atacadistas ou compradores corporativos.",Ofereça serviços de pontos para membros e ofereça descontos para aumentar a fidelização e retenção desses clientes.,0.12499086154483563,50.664399796781716,4.193338536603237
1263,12713,1.0,35.0,72.0,11.49,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.04423578392224236,15.547756488808892,0.45542851576300947
1269,12798,3.0,70.0,72.0,43.63666666666666,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.19054524173118598,45.135588624002786,5.6950295291202195
1270,12804,6.0,67.0,72.0,31.215000000000003,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.3755019406905958,31.93180913797461,7.939889753672206
1273,12845,12.0,60.0,72.0,57.54916666666666,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.683163909401642,57.939728939250095,26.210791503887364
1276,12861,1.0,1.0,72.0,11.77,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.009867084044180506,15.831973558854626,0.1034433662391781
1278,12882,3.0,66.0,72.0,69.74333333333333,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.1876712043464998,71.37201626655632,8.86960681881796
1279,12884,2.0,14.0,72.0,41.305,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.0383860292827669,43.541557217557845,1.1067662544270878
1281,12924,1.0,55.0,72.0,13.49,0,1,0,2,Cliente de retenção geral,"Este grupo de clientes não tem feito compras recentemente, mas apresenta alta frequência de compras passadas com baixo volume de consumo.",Apresente novos produtos ou funcionalidades para despertar o interesse e estimular o consumo desses clientes.,0.053892701656471635,17.577878417707005,0.6272998349497537
1282,12929,1.0,10.0,70.0,31.13,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.02310540213176798,35.48355383058836,0.5428994514919777
1283,12934,21.0,70.0,72.0,19.51142857142857,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",1.3197632680163165,19.707594193812245,17.222984445878403
1285,12952,1.0,2.0,72.0,39.74,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.011295630878452765,44.22322873449474,0.3307803487513536
1286,12953,11.0,62.0,72.0,31.465454545454545,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.653389296328945,31.85633954982068,13.783091810496357
1288,12962,1.0,4.0,72.0,12.77,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.014112233246257056,16.847034523303684,0.15743379821242048
1289,12973,1.0,66.0,72.0,122.9,0,1,1,3,Cliente de desenvolvimento estratégico,"Este grupo de clientes tem feito compras com baixa frequência, mas com alto valor unitário por compra. Podem ser novos atacadistas ou compradores corporativos.",Ofereça serviços de pontos para membros e ofereça descontos para aumentar a fidelização e retenção desses clientes.,0.057544201154895655,128.6356985380783,4.901644795069149
1290,12981,1.0,8.0,72.0,29.33,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.019475852299394768,33.65644409458005,0.43405370079384736
1293,13023,5.0,38.0,72.0,44.484,1,0,1,5,Cliente em fase de proteção,"Este grupo de clientes não tem feito compras recentemente, mas apresenta alta frequência de compras passadas e elevado volume de consumo.","Envie atualizações sobre novos produtos, serviços e funcionalidades por meio de SMS e e-mails para incentivar o retorno e aumentar o consumo.",0.17687184211447687,45.38409060389921,5.3154629843813
1296,13052,4.0,69.0,72.0,37.94,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.2530235562905861,39.041586532914295,6.541346805071216
1299,13085,3.0,15.0,72.0,78.05666666666667,1,0,1,5,Cliente em fase de proteção,"Este grupo de clientes não tem feito compras recentemente, mas apresenta alta frequência de compras passadas e elevado volume de consumo.","Envie atualizações sobre novos produtos, serviços e funcionalidades por meio de SMS e e-mails para incentivar o retorno e aumentar o consumo.",0.032161490275802986,79.72667031922852,1.69792519556133
1300,13093,7.0,69.0,72.0,70.3442857142857,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.4411683678653691,71.04159230499853,20.7537133625623
1302,13103,1.0,20.0,72.0,13.77,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.03277249755213594,17.86209548775274,0.3876329693419133
1303,13108,1.0,2.0,70.0,17.3,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.011921015978531254,21.44526069225791,0.1692869036776753
1304,13122,6.0,25.0,72.0,73.95666666666666,1,0,1,5,Cliente em fase de proteção,"Este grupo de clientes não tem feito compras recentemente, mas apresenta alta frequência de compras passadas e elevado volume de consumo.","Envie atualizações sobre novos produtos, serviços e funcionalidades por meio de SMS e e-mails para incentivar o retorno e aumentar o consumo.",0.03300280265150602,74.77943439289234,1.6342246615141849
1306,13128,5.0,60.0,72.0,16.48,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.30100708771068396,17.296741409614516,3.447623054049206
1308,13142,1.0,2.0,71.0,8.78,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.011602301286874181,12.796941275151948,0.0983171039862279
1311,13168,5.0,55.0,71.0,25.506,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.2932323347401317,26.34960577997638,5.11640296486991
1312,13177,2.0,47.0,70.0,13.14,0,1,0,2,Cliente de retenção geral,"Este grupo de clientes não tem feito compras recentemente, mas apresenta alta frequência de compras passadas com baixo volume de consumo.",Apresente novos produtos ou funcionalidades para despertar o interesse e estimular o consumo desses clientes.,0.11404753159726147,15.166046433422007,1.145346868924015
1313,13182,4.0,51.0,71.0,39.62,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.2271340545100929,40.72784148378834,6.125653240999896
1317,13224,1.0,2.0,71.0,46.17,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.011602301286874181,50.75007073590217,0.3899056715637597
1318,13234,1.0,7.0,71.0,18.99,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.018642148396849224,23.160713722176812,0.28590823260763004
1319,13242,1.0,15.0,71.0,29.73,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.02840522281413051,34.062468480359684,0.6406975741300428
1320,13243,1.0,34.0,71.0,16.49,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.04450070280971554,20.623061311054173,0.607713332635794
1322,13280,1.0,21.0,69.0,27.94,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.03604278897938197,32.24550935399587,0.7696023625871986
1325,13314,2.0,21.0,71.0,34.235,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.06137541370334664,36.418714638333974,1.4801230019445921
1327,13330,1.0,1.0,71.0,32.13,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.010137926570969982,36.49861479503742,0.2450215513174785
1328,13339,2.0,8.0,71.0,13.965,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.021375424302601267,15.997212646697776,0.22643201099122306
1330,13350,2.0,19.0,71.0,15.575,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.055400302847260316,17.619246105332916,0.6463655810819975
1332,13372,1.0,66.0,71.0,50.73,0,1,1,3,Cliente de desenvolvimento estratégico,"Este grupo de clientes tem feito compras com baixa frequência, mas com alto valor unitário por compra. Podem ser novos atacadistas ou compradores corporativos.",Ofereça serviços de pontos para membros e ofereça descontos para aumentar a fidelização e retenção desses clientes.,0.05855368872409963,55.37874873378986,2.1472181030373925
1333,13375,1.0,6.0,71.0,25.37,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.017283880058835653,29.636802675361796,0.3391964935275094
1334,13386,15.0,70.0,71.0,61.67933333333333,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.9598683399626424,61.99579527632292,39.40512090001404
1336,13403,19.0,69.0,71.0,31.942105263157895,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",1.209813909881697,32.16865099833374,25.770935508913684
1338,13413,1.0,5.0,71.0,17.54,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.01589809239433186,21.688875323725682,0.22832886113793874
1339,13417,2.0,51.0,71.0,37.47,0,1,1,3,Cliente de desenvolvimento estratégico,"Este grupo de clientes tem feito compras com baixa frequência, mas com alto valor unitário por compra. Podem ser novos atacadistas ou compradores corporativos.",Ofereça serviços de pontos para membros e ofereça descontos para aumentar a fidelização e retenção desses clientes.,0.11591356554156305,39.6778936685729,3.0455212625961106
1340,13425,7.0,69.0,71.0,48.97571428571428,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.4483774666439488,49.627630934032766,14.734862390233625
1341,13427,2.0,43.0,71.0,14.739999999999998,0,1,0,2,Cliente de retenção geral,"Este grupo de clientes não tem feito compras recentemente, mas apresenta alta frequência de compras passadas com baixo volume de consumo.",Apresente novos produtos ou funcionalidades para despertar o interesse e estimular o consumo desses clientes.,0.10700748992136834,16.778005150078044,1.1888669715174942
1342,13435,5.0,53.0,71.0,34.96,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.28611173839965504,35.831744020326596,6.788633838597588
1345,13458,4.0,31.0,71.0,31.2825,1,0,1,5,Cliente em fase de proteção,"Este grupo de clientes não tem feito compras recentemente, mas apresenta alta frequência de compras passadas e elevado volume de consumo.","Envie atualizações sobre novos produtos, serviços e funcionalidades por meio de SMS e e-mails para incentivar o retorno e aumentar o consumo.",0.12090317681036147,32.35929942848337,2.5906908106533413
1347,13480,1.0,29.0,71.0,36.97,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.041063682411585894,41.411509862970846,1.12605011471814
1349,13489,1.0,18.0,71.0,16.36,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.03155778164868424,20.491103385675796,0.4282038552145215
1350,13504,2.0,8.0,71.0,173.035,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.021375424302601267,176.25613330824535,2.4948115397316744
1353,13535,2.0,63.0,71.0,13.754999999999999,0,1,0,2,Cliente de retenção geral,"Este grupo de clientes não tem feito compras recentemente, mas apresenta alta frequência de compras passadas com baixo volume de consumo.",Apresente novos produtos ou funcionalidades para despertar o interesse e estimular o consumo desses clientes.,0.12488642015236834,15.78564306513667,1.3054380197482207
1356,13567,4.0,67.0,71.0,31.11,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.25525789966953594,32.186157179063265,5.4403530099597
1357,13571,1.0,9.0,71.0,26.73,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.02127008344354533,31.017285587012513,0.43686951859025286
1360,13614,3.0,6.0,71.0,19.503333333333334,1,0,0,4,Cliente em desenvolvimento,Este grupo de clientes tem comprado com baixa frequência e baixo volume de consumo. Podem ser clientes novos ou pouco engajados.,"Ofereça serviços adicionais, apresente novos produtos ou funcionalidades e incentive o aumento no consumo para estreitar o relacionamento com esses clientes.",0.006750108101692883,20.882302601008973,0.09334001672435409
1368,13701,2.0,70.0,71.0,17.475,0,1,0,2,Cliente de retenção geral,"Este grupo de clientes não tem feito compras recentemente, mas apresenta alta frequência de compras passadas com baixo volume de consumo.",Apresente novos produtos ou funcionalidades para despertar o interesse e estimular o consumo desses clientes.,0.12850699239567318,19.533447081361963,1.6622043376136195
1369,13709,5.0,69.0,71.0,20.484,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.32099544147226866,21.312658641935467,4.530177884240109
1370,13710,6.0,62.0,71.0,37.056666666666665,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.3718391011796123,37.78795756918875,9.304375674785579
1371,13719,4.0,49.0,71.0,28.432499999999997,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.22102128838324892,29.498688351107756,4.317333257841909
1373,13736,3.0,59.0,70.0,65.40666666666667,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.18758984734647133,67.0137945654631,8.324387751968317
1376,13764,1.0,4.0,71.0,15.3,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.01448704327861209,19.4151387633598,0.18625117360297533
1378,13786,5.0,38.0,71.0,24.439999999999998,1,0,0,4,Cliente em desenvolvimento,Este grupo de clientes tem comprado com baixa frequência e baixo volume de consumo. Podem ser clientes novos ou pouco engajados.,"Ofereça serviços adicionais, apresente novos produtos ou funcionalidades e incentive o aumento no consumo para estreitar o relacionamento com esses clientes.",0.18479111153821243,25.280433010332487,3.0934588819794393
1380,13802,1.0,1.0,71.0,44.11,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.010137926570969982,48.659045149137114,0.3266566360126593
1381,13811,2.0,3.0,71.0,24.55,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.009133827601906983,26.661327031575386,0.16125505354758846
1385,13857,2.0,48.0,71.0,60.709999999999994,0,1,1,3,Cliente de desenvolvimento estratégico,"Este grupo de clientes tem feito compras com baixa frequência, mas com alto valor unitário por compra. Podem ser novos atacadistas ou compradores corporativos.",Ofereça serviços de pontos para membros e ofereça descontos para aumentar a fidelização e retenção desses clientes.,0.1129124885166758,63.091594028001865,4.717286361761362
1389,13901,7.0,50.0,71.0,25.494285714285716,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.3559074925893923,26.096324405448446,6.150284912466671
1390,13902,3.0,68.0,71.0,69.50666666666667,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.19227663021728295,71.13417326826455,9.056982993183993
1392,13924,1.0,1.0,71.0,14.37,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.010137926570969982,18.47113206642217,0.12399992325517356
1393,13938,4.0,69.0,71.0,33.0475,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.2571207950044733,34.13087085008616,5.811166692409731
